END_CUSTOMER_ACCOUNT_NAME;END_CUSTOMER_ACCOUNT_ID;PRODUCT_ID;PRODUCT;EFFECTIVE_END_DATE;DAYS_TO_END
EL CORTE INGLES S.A.;1-35O9YA;M-LC-165917;Image and Video Manager - Image Optimization;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-144773;Client Reputation;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-84827;Ion;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-134267;Technical Advisory Service;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-162162;Mobile Protection;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-84827;Ion;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-161400;Bot Manager Premier;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-140035;Kona Site Defender;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-162752;Protect and Perform::Security Optimization Plus Service Management;2021-12-31;274
EL CORTE INGLES S.A.;1-35O9YA;M-LC-160781;Enterprise Threat Protector - Intelligence;2021-12-31;274
EUSKAL TELEBISTA S.A;15Q-84D1;M-LC-1213;All HTTP Delivery;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;M-LC-1213;All HTTP Delivery;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;B-3-A5MED;NetStorage;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;B-3-A5MED;NetStorage;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;M-LC-1213;All HTTP Delivery;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;B-3-A5MED;NetStorage;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;M-LC-1213;All HTTP Delivery;2021-08-15;136
EUSKAL TELEBISTA S.A;15Q-84D1;B-3-A5MED;NetStorage;2021-08-15;136
CONGRESO DE LOS DIPUTADOS;149-13NV;B-3-A5MED;NetStorage;2022-03-31;364
CONGRESO DE LOS DIPUTADOS;149-13NV;M-LC-145185;Dynamic Site Accelerator;2022-03-31;364
MEDIAPRO;AANA-36BTID;M-LC-165741;Cloud Wrapper;2021-10-31;213
MEDIAPRO;AANA-36BTID;M-LC-118405;Adaptive Media Delivery;2021-10-31;213
SALVESEN LOGÍSTICA;F-AC-3096338;M-LC-160781;Enterprise Threat Protector - Intelligence;2021-04-30;29
SENADO DE ESPANA;AANA-2ZB9XB;M-LC-145185;Dynamic Site Accelerator;2022-06-30;455
SENADO DE ESPANA;AANA-2ZB9XB;M-LC-159937;Input Validation Cloudlet;2022-06-30;455
SENADO DE ESPANA;AANA-2ZB9XB;B-3-A5MED;NetStorage;2022-06-30;455
SENADO DE ESPANA;AANA-2ZB9XB;M-LC-145185;Dynamic Site Accelerator;2022-06-30;455
SENADO DE ESPANA;AANA-2ZB9XB;M-LC-62373;Edge DNS;2022-06-30;455
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;M-LC-159850;SSL Network Access - Third-party - VIP;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;B-4-3L308;Dynamic Site Delivery;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;B-3-A5MED;NetStorage;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;B-4-3L308;Dynamic Site Delivery;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;M-LC-134267;Technical Advisory Service;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;M-LC-160256;SSL Network Access - OV Wildcard SAN - VIP;2021-05-31;60
ATRESMEDIA CORPORACION DE MEDIOS DE COMUNICACION, S.A;149-2D3X;M-LC-135915;Professional Services - Enterprise;2021-05-31;60
PANDA SECURITY S.L.;15Q-4SJD;M-LC-122937;Download Delivery;2021-03-31;-1
PANDA SECURITY S.L.;15Q-4SJD;M-LC-123555;Enhanced TLS;2021-03-31;-1
CONGRESO DE LOS DIPUTADOS;149-13NV;M-LC-118405;Adaptive Media Delivery;2022-03-31;364
M. JUSTICIA;F-AC-2462084;M-LC-122937;Download Delivery;2022-09-30;547
MAYORAL MODA INFANTIL SA;F-AC-1213142;M-LC-145185;Dynamic Site Accelerator;2022-02-28;333
GOBIERNO DE CANTABRIA;F-AC-1883945;M-LC-162042;Web Application Protector;2021-12-31;274
AGENCIA EFE;1-2ET28L;B-3-A5MED;NetStorage;2021-12-31;274
AGENCIA EFE;1-2ET28L;M-LC-135915;Professional Services - Enterprise;2021-12-31;274
AGENCIA EFE;1-2ET28L;B-3-2RYP6H;Advanced Cache Optimization;2021-12-31;274
AGENCIA EFE;1-2ET28L;M-LC-1211;Dynamic Site Delivery;2021-12-31;274
AGENCIA EFE;1-2ET28L;M-LC-1211;Dynamic Site Delivery;2021-12-31;274
PANDA SECURITY S.L.;15Q-4SJD;B-4-3EFF4;Dynamic Site Accelerator;2021-03-31;-1
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;B-3-A5MED;NetStorage;2022-03-31;364
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-165917;Image and Video Manager - Image Optimization;2021-06-30;90
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-159926;Bot Manager Standard;2021-06-30;90
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-162044;Kona Site Defender plus Ion;2021-06-30;90
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-159926;Bot Manager Standard;2021-06-30;90
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-162044;Kona Site Defender plus Ion;2021-06-30;90
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;B-3-A5MED;NetStorage;2022-03-31;364
IBEROSTAR HOTELES Y APARTAMENTOS;AANA-31L473;M-LC-165917;Image and Video Manager - Image Optimization;2021-06-30;90
AENA;1-LHXEZ5;M-LC-134267;Technical Advisory Service;2021-10-31;213
AENA;1-LHXEZ5;M-LC-145185;Dynamic Site Accelerator;2021-10-31;213
AENA;1-LHXEZ5;M-LC-145185;Dynamic Site Accelerator;2021-10-31;213
ROCA CORPORACION EMPRESARIAL, S.A.;F-AC-1256936;M-LC-84827;Ion;2021-10-31;213
RED ELECTRICA DE ESPANA;F-AC-175690;M-LC-85239;Edge DNS;2021-12-29;272
RED ELECTRICA DE ESPANA;F-AC-175690;M-LC-85239;Edge DNS;2021-12-29;272
CONGRESO DE LOS DIPUTADOS;149-13NV;B-3-4D5VW3;Progressive Media Downloads;2022-03-31;364
PANDA SECURITY S.L.;15Q-4SJD;B-4-3L2UE;Dynamic Site Accelerator - Secure;2021-03-31;-1
CODERE;AANA-5ZJ1SY;M-LC-118405;Adaptive Media Delivery;2021-12-31;274
CODERE;AANA-5ZJ1SY;M-LC-161134;Media Services Live 4;2021-12-31;274
CODERE;AANA-5ZJ1SY;M-LC-118405;Adaptive Media Delivery;2021-12-31;274
CODERE;AANA-5ZJ1SY;B-3-A5MED;NetStorage;2021-12-31;274
CODERE;AANA-5ZJ1SY;M-LC-161134;Media Services Live 4;2021-12-31;274
DEFENSOR DEL PUEBLO;15Q-32RI;B-3-A5MED;NetStorage;2021-12-31;274
DEFENSOR DEL PUEBLO;15Q-32RI;M-LC-120053;Media Services Live;2021-12-31;274
RENFE OPERADORA;1-12C1BT;M-LC-158163;Mobile Detect & Redirect;2021-05-31;60
RENFE OPERADORA;1-12C1BT;M-LC-62373;Edge DNS;2021-05-31;60
RENFE OPERADORA;1-12C1BT;M-LC-135915;Professional Services - Enterprise;2021-05-31;60
RENFE OPERADORA;1-12C1BT;M-LC-145185;Dynamic Site Accelerator;2021-05-31;60
RENFE OPERADORA;1-12C1BT;M-LC-145185;Dynamic Site Accelerator;2021-05-31;60
IDISO;F-AC-1123152;M-LC-135915;Professional Services - Enterprise;2022-03-31;364
IDISO;F-AC-1123152;M-LC-134267;Technical Advisory Service;2022-03-31;364
IDISO;F-AC-1123152;M-LC-62373;Edge DNS;2021-02-28;-32
IDISO;F-AC-1123152;M-LC-161400;Bot Manager Premier;2021-06-30;90
IDISO;F-AC-1123152;M-LC-127057;Edge Redirector Cloudlet;2022-03-31;364
IDISO;F-AC-1123152;M-LC-165917;Image and Video Manager - Image Optimization;2021-02-28;-32
IDISO;F-AC-1123152;M-LC-84827;Ion;2021-06-30;90
IDISO;F-AC-1123152;M-LC-140035;Kona Site Defender;2021-06-30;90
IDISO;F-AC-1123152;M-LC-84827;Ion;2021-02-28;-32
IDISO;F-AC-1123152;M-LC-159904;Professional Services - Security;2022-03-31;364
IDISO;F-AC-1123152;M-LC-161244;mPulse;2022-03-31;364
IDISO;F-AC-1123152;M-LC-140035;Kona Site Defender;2021-02-28;-32
IDISO;F-AC-1123152;B-3-A5MED;NetStorage;2022-03-31;364
IDISO;F-AC-1123152;M-LC-161400;Bot Manager Premier;2021-02-28;-32
IDISO;F-AC-1123152;M-LC-144773;Client Reputation;2021-02-28;-32
IDISO;F-AC-1123152;M-LC-165917;Image and Video Manager - Image Optimization;2021-06-30;90
IDISO;F-AC-1123152;M-LC-144773;Client Reputation;2021-06-30;90
IDISO;F-AC-1123152;M-LC-1383;Cloud Monitor;2022-03-31;364
IDISO;F-AC-1123152;M-LC-85239;Edge DNS;2022-03-31;364
IDISO;F-AC-1123152;M-LC-85239;Edge DNS;2022-03-31;364
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;M-LC-145185;Dynamic Site Accelerator;2021-05-31;60
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;M-LC-158163;Mobile Detect & Redirect;2021-05-31;60
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;M-LC-85239;Edge DNS;2021-05-31;60
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;M-LC-145185;Dynamic Site Accelerator;2021-05-31;60
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;M-LC-145185;Dynamic Site Accelerator;2021-05-31;60
SERVICIOS INTEGRALES UNITECNIC S.L.;F-AC-1812478;B-3-A5MED;NetStorage;2021-05-31;60
LEROY MERLIN;AANA-53UJJD;M-LC-137769;Site Shield;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-160781;Enterprise Threat Protector - Intelligence;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-84827;Ion;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;B-3-A5MED;NetStorage;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-135915;Professional Services - Enterprise;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-137769;Site Shield;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-127057;Edge Redirector Cloudlet;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-165917;Image and Video Manager - Image Optimization;2021-10-31;213
LEROY MERLIN;AANA-53UJJD;M-LC-84827;Ion;2021-10-31;213
IDISO;F-AC-1123152;M-LC-81737;China CDN with Enhanced TLS;2022-03-31;364
IDISO;F-AC-1123152;M-LC-81737;China CDN with Enhanced TLS;2022-03-31;364
IDISO;F-AC-1123152;M-LC-81737;China CDN with Enhanced TLS;2021-02-28;-32
SECURITAS DIRECT;F-AC-257672;M-LC-107281;Global Traffic Management - Standard;2021-04-30;29
SECURITAS DIRECT;F-AC-257672;M-LC-62373;Edge DNS;2021-04-30;29
SECURITAS DIRECT;F-AC-257672;M-LC-62373;Edge DNS;2021-04-30;29
SECURITAS DIRECT;F-AC-257672;M-LC-107281;Global Traffic Management - Standard;2021-04-30;29
AGENCIA ESPANOLA DE PROTECCION DE DATOS;AANA-7A3FES;M-LC-145185;Dynamic Site Accelerator;2021-12-31;274
AGENCIA ESPANOLA DE PROTECCION DE DATOS;AANA-7A3FES;M-LC-145185;Dynamic Site Accelerator;2020-12-31;-91
AGENCIA ESPANOLA DE PROTECCION DE DATOS;AANA-7A3FES;B-3-A5MED;NetStorage;2020-12-31;-91
AGENCIA ESPANOLA DE PROTECCION DE DATOS;AANA-7A3FES;M-LC-145185;Dynamic Site Accelerator;2020-12-31;-91
AGENCIA ESPANOLA DE PROTECCION DE DATOS;AANA-7A3FES;M-LC-145185;Dynamic Site Accelerator;2021-12-31;274
QUIRON PREVENCION, S.L.U.;F-AC-2495001;M-LC-168496;Professional Services for Enterprise Security;2021-10-14;196
QUIRON PREVENCION, S.L.U.;F-AC-2495001;M-LC-161076;Enterprise Application Access - Enterprise;2022-02-28;333
RTVE;149-NM1;M-LC-118405;Adaptive Media Delivery;2022-03-31;364
RTVE;149-NM1;B-3-A5MED;NetStorage;2022-03-31;364
PANDA SECURITY S.L.;15Q-4SJD;B-4-3L308;Dynamic Site Delivery;2021-03-31;-1
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-120259;Stream Packaging;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-118405;Adaptive Media Delivery;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-122937;Download Delivery;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-135915;Professional Services - Enterprise;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-162045;Kona Site Defender;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;B-3-A5MED;NetStorage;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-160837;SIEM Integration;2023-02-28;698
AYUNTAMIENTO DE MADRID;1-LHXF09;M-LC-162045;Kona Site Defender;2023-02-28;698
BIMBA Y LOLA;F-AC-691574;M-LC-127057;Edge Redirector Cloudlet;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-84827;Ion;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-62579;Security Option;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-137769;Site Shield;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-161244;mPulse;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-161244;mPulse;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-85239;Edge DNS;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-85239;Edge DNS;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-84827;Ion;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-85239;Edge DNS;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-127057;Edge Redirector Cloudlet;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-84827;Ion;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-84827;Ion;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-137769;Site Shield;2022-02-28;333
BIMBA Y LOLA;F-AC-691574;M-LC-62579;Security Option;2022-02-28;333
COMERESA PRENSA S.L.;1-687OSD;M-LC-117375;Object Delivery;2022-02-28;333
COMERESA PRENSA S.L.;1-687OSD;M-LC-135915;Professional Services - Enterprise;2022-02-28;333
COMERESA PRENSA S.L.;1-687OSD;M-LC-117375;Object Delivery;2022-02-28;333
DIRECCION GENERAL DE LA POLICIA;1-5MFW1L;M-LC-137769;Site Shield;2023-11-30;973
DIRECCION GENERAL DE LA POLICIA;1-5MFW1L;B-3-A5MED;NetStorage;2023-11-30;973
DIRECCION GENERAL DE LA POLICIA;1-5MFW1L;M-LC-159985;SSL Network Access - Third-party - SNI;2023-11-30;973
DIRECCION GENERAL DE LA POLICIA;1-5MFW1L;M-LC-145185;Dynamic Site Accelerator;2023-11-30;973
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;B-3-A5MLO;Site Failover;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;B-4-3EFF4;Dynamic Site Accelerator;2021-06-30;90
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;B-3-A5ML3;Content Targeting;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;B-4-3EFF4;Dynamic Site Accelerator;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;M-LC-134267;Technical Advisory Service;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;M-LC-135915;Professional Services - Enterprise;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;B-3-A5MED;NetStorage;2021-12-31;274
BANCO DE SABADELL;AANA-21NNWD;M-LC-91831;Prolexic Routed Primary Location;2022-03-31;364
BANCO DE SABADELL;AANA-21NNWD;M-LC-142095;Prolexic Routed Additional Location;2022-03-31;364
BANCO DE SABADELL;AANA-21NNWD;M-LC-160425;Security Optimization Assistance;2022-03-31;364
PANDA SECURITY S.L.;15Q-4SJD;B-3-1WYBV;HTTP Downloads;2021-03-31;-1
PANDA SECURITY S.L.;15Q-4SJD;B-3-A5MED;NetStorage - HTTP Downloads;2021-03-31;-1
BANCO CETELEM, S.A;F-AC-1262826;M-LC-93273;Flow-based Monitoring;2022-02-28;333
BANCO CETELEM, S.A;F-AC-1262826;M-LC-92037;Prolexic Routed Disaster Recovery Site;2022-02-28;333
BANCO CETELEM, S.A;F-AC-1262826;M-LC-91831;Prolexic Routed Primary Location;2022-02-28;333
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;M-LC-159849;SSL Network Access - OV SAN - VIP;2021-12-31;274
DTS DISTRIBUIDORA DE TELEVISION DIGITAL, S.A.U.;15Q-3PUL;M-LC-145185;Dynamic Site Accelerator;2021-06-30;90
RTVE;149-NM1;M-LC-145185;Dynamic Site Accelerator;2022-03-31;364
BANCO DE ESPANA;AANA-9AJUW8;M-LC-62373;Edge DNS;2022-08-31;517
BANCO DE ESPANA;AANA-9AJUW8;M-LC-62579;Security Option;2022-08-31;517
BANCO DE ESPANA;AANA-9AJUW8;M-LC-62373;Edge DNS;2022-08-31;517
BBVA;F-AC-1633646;M-LC-95539;GTT - 10 Gbps Port to the Prolexic Connect;2022-07-31;486
BBVA;F-AC-1633646;M-LC-93273;Flow-based Monitoring;2022-07-31;486
BBVA;F-AC-1633646;M-LC-95127;Prolexic Routed with Connect;2022-07-31;486
BBVA;F-AC-1633646;M-LC-92861;Additional Protected Subnets (/24 or equivalent);2022-07-31;486
BBVA;F-AC-1633646;M-LC-160425;Security Optimization Assistance;2022-07-31;486
MINISTERIO TRANSICION ECOLOGICA;F-AC-2463282;M-LC-145185;Dynamic Site Accelerator;2021-04-29;28
FABRICA NACIONAL MONEDA Y TIMBRE;AANA-36BTBD;M-LC-122937;Download Delivery;2022-12-31;639
REAL MADRID;1-6BXANX;M-LC-163064;Adaptive Media Delivery::HTTPS - Custom Cert::SSL Network Access - DV - SAN - SNI;2024-06-30;1186
REAL MADRID;1-6BXANX;M-LC-118405;Adaptive Media Delivery;2021-06-30;90
INDITEX;15Q-7E4L;M-LC-81737;China CDN with Enhanced TLS;2023-08-31;882
DESIGUAL (ABASIC SLU);F-AC-738045;M-LC-85239;Edge DNS;2022-10-31;578
DESIGUAL (ABASIC SLU);F-AC-738045;M-LC-135915;Professional Services - Enterprise;2022-10-31;578
DESIGUAL (ABASIC SLU);F-AC-738045;M-LC-165918;Image and Video Manager - Video Optimization;2022-10-31;578
DESIGUAL (ABASIC SLU);F-AC-738045;M-LC-165917;Image and Video Manager - Image Optimization;2022-10-31;578
DESIGUAL (ABASIC SLU);F-AC-738045;B-3-A5MED;NetStorage;2022-10-31;578
DESIGUAL (ABASIC SLU);F-AC-738045;M-LC-162043;Web Application Protector plus Ion;2022-10-31;578
TR US;F-AC-2457570;M-LC-127057;Edge Redirector Cloudlet;2021-11-30;243
TR US;F-AC-2457570;M-LC-162043;Web Application Protector plus Ion;2021-11-30;243
TR US;F-AC-2457570;M-LC-85239;Edge DNS;2021-11-30;243
TR US;F-AC-2457570;M-LC-162043;Web Application Protector plus Ion;2021-11-30;243
TR US;F-AC-2457570;B-3-A5MED;NetStorage;2021-11-30;243
EVENTO ELECCIONES;AANA-3POB72;M-LC-162351;Client Reputation;2021-12-31;274
EVENTO ELECCIONES;AANA-3POB72;M-LC-162045;Kona Site Defender;2021-12-31;274
